END_DATE,REPORT_DAT,offensegroup,METHOD,OFFENSE,offensekey,location,sector,YEAR,DISTRICT,OCTO_RECORD_ID,WARD,BID,LATITUDE,VOTING_PRECINCT,offense-text,START_DATE,PSA,ucr-rank,CENSUS_TRACT,XBLOCK,LONGITUDE,YBLOCK,BLOCK_GROUP,CCN,NEIGHBORHOOD_CLUSTER,ANC,BLOCK,SHIFT
"11/3/2024, 10:56:00 PM","11/3/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.848136645,-76.9761390018",7D2,2024,7,,8,,38.848136645,precinct 116,homicide,"11/3/2024, 9:58:00 PM",704,1,007403,402071.3,-76.9761390018,131148.35,007403 1,24171318,cluster 38,8C,1900 - 2199 block of savannah terrace se,midnight
"7/29/2024, 7:51:00 AM","7/29/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8906815738,-76.9544089536",6D3,2024,6,,7,,38.8906815738,precinct 102,homicide,"7/29/2024, 2:47:00 AM",603,1,009603,403955.26,-76.9544089536,135871.87,009603 3,24115883,cluster 32,7F,3500 - 3531 block of ames street ne,midnight
"8/3/2024, 1:05:00 AM","8/3/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9056424003,-77.007474088",5D1,2024,5,,6,noma,38.9056424003,precinct 144,homicide,"8/3/2024, 1:03:00 AM",501,1,010601,399351.72,-77.007474088,137531.68,010601 1,24118687,cluster 25,6E,1 - 99 block of m street ne,midnight
"9/2/2024, 6:13:00 AM","9/2/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9260432969,-76.9961745865",5D1,2024,5,,5,,38.9260432969,precinct 74,homicide,"9/2/2024, 1:35:00 AM",502,1,009201,400331.71,-76.9961745865,139796.33,009201 1,24135060,cluster 21,5F,2800 - 2899 block of 7th street ne,midnight
"1/30/2024, 4:02:00 PM","4/29/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9111310194,-77.0443063675",2D3,2024,2,,2,dupont circle,38.9111310194,precinct 14,homicide,"1/30/2024, 4:01:00 PM",208,1,004202,396157.2943125,-77.0443063675,138141.867625,004202 1,24015220,cluster 6,2B,connecticut avenue nw under q street nw,midnight
"11/14/2023, 1:58:00 PM","11/14/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8704509059,-76.9767793876",6D2,2023,6,,8,,38.8704509059,precinct 140,homicide,"11/14/2023, 7:33:00 AM",607,1,007601,402015.08,-76.9767793876,133625.38,007601 3,23186777,cluster 34,8A,1900 - 2099 block of minnesota avenue se,midnight
"4/2/2024, 6:43:00 AM","4/2/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9184470821,-77.0238908648",3D2,2024,3,,1,,38.9184470821,precinct 37,homicide,"4/2/2024, 1:19:00 AM",305,1,003500,397928.15,-77.0238908648,138953.35,003500 3,24049010,cluster 3,1B,2047 - 2199 block of 9th street nw,midnight
"9/29/2024, 5:55:00 AM","9/29/2024, 12:00:00 AM",violent,others,homicide,violent|homicide,"38.9388074777,-77.0603962082",2D1,2024,2,,3,,38.9388074777,precinct 27,homicide,"9/28/2024, 10:48:00 PM",203,1,000600,394763.85,-77.0603962082,141214.99,000600 1,24150657,cluster 12,3C,3700 - 3899 block of connecticut avenue nw,midnight
"9/27/2005, 3:26:00 AM","2/5/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8330199372,-76.9932224259",7D3,2025,7,,8,,38.8330199372,precinct 121,homicide,"9/27/2005, 3:25:00 AM",706,1,009801,400588.464990499,-76.9932224259,129470.0423575789,009801 1,05131706,cluster 39,8E,800 - 899 block of xenia street se,midnight
"4/15/2024, 6:36:00 AM","4/14/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8541724053,-76.9884242906",7D1,2024,7,,8,,38.8541724053,precinct 118,homicide,"4/14/2024, 10:48:00 PM",703,1,007406,401004.7668468854,-76.9884242906,131818.1551597579,007406 2,24056195,cluster 37,8B,2400 - 2599 block of elvans road se,midnight
"9/25/2023, 7:57:00 PM","9/25/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8617334099,-76.9814903344",7D1,2023,7,,8,,38.8617334099,precinct 114,homicide,"9/25/2023, 3:38:00 PM",701,1,007504,401606.4612154437,-76.9814903344,132657.5803445369,007504 1,23158406,cluster 28,8A,2300 - 2399 block of green street se,midnight
"10/1/2023, 9:57:00 PM","10/1/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9019253646,-77.0336378697",2D3,2023,2,,2,downtown,38.9019253646,precinct 129,homicide,"10/1/2023, 9:57:00 PM",207,1,010100,397082.2,-77.0336378697,137119.57,010100 3,23162157,cluster 8,2C,900 - 999 block of 15th street nw,midnight
"12/20/2023, 6:41:00 PM","12/20/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8682428214,-76.9728619188",6D2,2023,6,,8,,38.8682428214,precinct 112,homicide,"12/20/2023, 6:40:00 PM",607,1,007605,402355.11,-76.9728619188,133380.36,007605 4,23206423,cluster 34,8A,2238 - 2399 block of s street se,midnight
"2/12/2024, 2:41:00 AM","2/12/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9397404234,-77.0262384898",4D3,2024,4,,4,,38.9397404234,precinct 47,homicide,"2/12/2024, 2:41:00 AM",404,1,002503,397725.24,-77.0262384898,141317.15,002503 1,24022036,cluster 18,4C,900 - 999 block of shepherd street nw,midnight
"7/17/2024, 6:02:00 PM","7/17/2024, 12:00:00 AM",violent,others,homicide,violent|homicide,"38.9162259346,-77.0681648844",2D2,2024,2,,2,,38.9162259346,precinct 5,homicide,"7/17/2024, 12:20:00 PM",206,1,000102,394088.46,-77.0681648844,138708.72,000102 1,24109570,cluster 4,2E,1851 - 2008 block of wisconsin avenue nw,midnight
"1/22/2024, 3:29:00 PM","1/22/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9067085151,-76.9357824978",6D1,2024,6,,7,,38.9067085151,precinct 93,homicide,"1/22/2024, 3:28:00 PM",602,1,007806,405569.95,-76.9357824978,137651.96,007806 2,24010801,cluster 31,7C,4600 - 4700 block of minnesota avenue ne,midnight
"10/7/2024, 12:40:00 PM","10/7/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.865740593,-76.9441969613",6D2,2024,6,,7,,38.865740593,precinct 110,homicide,"10/7/2024, 9:42:00 AM",605,1,009902,404842.8956824471,-76.9441969613,133103.7243129509,009902 2,24155345,cluster 34,7B,4052 - 4123 block of southern avenue se,midnight
"10/12/2023, 7:45:00 AM","5/9/2024, 12:00:00 AM",violent,others,homicide,violent|homicide,"38.9144610842,-77.0005659184",5D1,2024,5,,5,,38.9144610842,precinct 75,homicide,"10/12/2023, 6:40:00 AM",502,1,008702,399950.92,-77.0005659184,138510.6,008702 3,23168245,cluster 21,5F,1800 - 1829 block of 4th street ne,midnight
"10/6/2024, 8:00:00 AM","10/6/2024, 12:00:00 AM",violent,others,homicide,violent|homicide,"38.8464614878,-76.971636238",7D2,2024,7,,8,,38.8464614878,precinct 116,homicide,"10/6/2024, 5:30:00 AM",704,1,007409,402462.2288642379,-76.971636238,130962.5076069639,007409 1,24154741,cluster 38,8E,3400 - 3499 block of 23rd street se,midnight
"11/28/2024, 6:56:00 AM","11/28/2024, 12:00:00 AM",violent,others,homicide,violent|homicide,"38.9155704849,-77.0213954626",3D2,2024,3,,1,,38.9155704849,precinct 137,homicide,"11/28/2024, 5:51:00 AM",306,1,004801,398144.48,-77.0213954626,138633.97,004801 2,24184810,cluster 3,1B,620 - 699 block of t street nw,midnight
"8/22/2023, 2:50:00 PM","8/22/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8746562343,-77.0124240155",1D3,2023,1,,6,,38.8746562343,precinct 127,homicide,"8/22/2023, 2:48:00 PM",105,1,006400,398921.91,-77.0124240155,134092.02,006400 1,23138264,cluster 9,6D,100 - 299 block of n street sw,midnight
,"11/13/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8626537367,-76.9870647616",7D1,2023,7,,8,,38.8626537367,precinct 114,homicide,"11/13/2023, 9:17:00 PM",701,1,007503,401122.64,-76.9870647616,132759.66,007503 2,23186628,cluster 28,8A,1343 - 1399 block of valley place se,midnight
"12/30/2024, 4:10:00 PM","12/30/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8989945496,-76.9769899359",5D3,2024,5,,7,,38.8989945496,precinct 81,homicide,"12/30/2024, 3:49:00 PM",507,1,007901,401996.01,-76.9769899359,136793.94,007901 1,24201570,cluster 25,7D,1800 - 1869 block of benning road ne,midnight
"7/18/2025, 10:53:00 AM","7/19/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9408780583,-77.0052478119",4D2,2025,4,,5,,38.9408780583,precinct 44,homicide,"7/18/2025, 12:55:00 AM",405,1,009510,399545.0453735307,-77.0052478119,141443.1237126899,009510 3,25108306,cluster 19,5A,100 - 199 block of fort drive ne,midnight
"4/9/2025, 1:52:00 PM","4/9/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8397158173,-76.9984503066",7D2,2025,7,,8,,38.8397158173,precinct 122,homicide,"4/9/2025, 1:51:00 PM",705,1,009804,400134.54,-76.9984503066,130213.31,009804 1,25051634,cluster 39,8C,3300 - 3699 block of 6th street se,midnight
,"9/26/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8308063012,-77.0076745977",7D3,2023,7,,8,,38.8308063012,precinct 124,homicide,"7/30/2023, 8:57:00 AM",708,1,009807,399333.63,-77.0076745977,129224.32,009807 1,23123796,cluster 39,8D,4000 - 4098 block of south capitol street,midnight
,"7/24/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9085719947,-77.0209076222",3D2,2024,3,,2,,38.9085719947,precinct 18,homicide,"7/24/2024, 9:24:00 PM",308,1,004801,398186.61,-77.0209076222,137857.07,004801 1,24113687,cluster 7,2G,600 - 699 block of o street nw,midnight
"11/20/2023, 3:29:00 PM","11/20/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8280298728,-77.0005658093",7D3,2023,7,,8,,38.8280298728,precinct 125,homicide,"11/20/2023, 3:09:00 PM",708,1,009811,399950.87,-77.0005658093,128916.09,009811 1,23190212,cluster 39,8D,4200 - 4351 block of 4th street se,midnight
"2/2/2025, 3:02:00 AM","2/2/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8622527489,-76.9931812237",7D1,2025,7,,8,anacostia,38.8622527489,precinct 119,homicide,"2/2/2025, 3:00:00 AM",703,1,007407,400591.8,-76.9931812237,132715.09,007407 2,25015769,cluster 37,8A,2400 - 2500 block of martin luther king jr avenue se,midnight
,"12/21/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8737989067,-77.0106474319",1D3,2023,1,,6,,38.8737989067,precinct 127,homicide,"12/21/2023, 11:46:00 AM",105,1,006400,399076.0613730955,-77.0106474319,133996.8307137797,006400 1,23206726,cluster 9,6D,1300 - 1399 block of half street sw,midnight
"3/9/2024, 12:50:00 AM","3/8/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8688461469,-76.9836720814",6D2,2024,6,,8,,38.8688461469,precinct 140,homicide,"3/8/2024, 9:26:00 PM",607,1,007601,401416.9653112679,-76.9836720814,133447.1102652696,007601 5,24035898,cluster 34,8A,1400 - 1599 block of ridge place se,midnight
"6/22/2024, 8:17:00 PM","6/22/2024, 12:00:00 AM",violent,knife,homicide,violent|homicide,"38.8897870573,-76.9580556016",6D3,2024,6,,7,,38.8897870573,precinct 132,homicide,"6/22/2024, 8:06:00 PM",603,1,007708,403638.94,-76.9580556016,135772.42,007708 1,24095412,cluster 32,7F,2300 - 3955 block of east capitol street,midnight
"9/20/2023, 4:35:00 PM","9/20/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8971407438,-76.9256156788",6D1,2023,6,,7,,38.8971407438,precinct 95,homicide,"9/20/2023, 4:33:00 PM",608,1,007807,406452.641411941,-76.9256156788,136590.5301081867,007807 2,23155555,cluster 31,7C,5200 - 5498 block of foote street ne,midnight
"9/20/2024, 11:03:00 PM","9/20/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9115984591,-76.9360081199",6D1,2024,6,,7,,38.9115984591,precinct 92,homicide,"9/20/2024, 11:00:00 PM",601,1,009601,405550,-76.9360081199,138194.77,009601 1,24145812,cluster 29,7D,4500 - 4599 block of quarles street ne,midnight
"9/26/2023, 3:46:00 PM","9/26/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9094443861,-77.0162253129",3D2,2023,3,,2,,38.9094443861,precinct 18,homicide,"9/26/2023, 3:43:00 PM",308,1,004801,398592.74,-77.0162253129,137953.83,004801 3,23158947,cluster 7,2G,1416 - 1499 block of new jersey avenue nw,midnight
"12/18/2023, 9:13:00 PM","12/19/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8300809364,-76.999534284",7D3,2023,7,,8,,38.8300809364,precinct 125,homicide,"12/18/2023, 9:03:00 PM",706,1,009802,400040.4375979904,-76.999534284,129143.7717332761,009802 2,23205365,cluster 39,8E,400 - 599 block of brandywine street se,midnight
"4/23/2025, 12:00:00 AM","4/22/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8545644303,-76.9705725705",7D1,2025,7,,8,,38.8545644303,precinct 115,homicide,"4/22/2025, 6:40:00 PM",702,1,007408,402554.2747843233,-76.9705725705,131862.0207277986,007408 2,25058641,cluster 36,8B,2900 - 2999 block of knox place se,midnight
"11/25/2023, 9:14:00 PM","11/26/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8992501174,-76.9784090744",5D3,2023,5,,7,,38.8992501174,precinct 81,homicide,"11/25/2023, 9:13:00 PM",507,1,007901,401872.9,-76.9784090744,136822.28,007901 1,23192767,cluster 25,7D,1700 - 1799 block of benning road ne,midnight
"10/7/2023, 1:35:00 PM","10/7/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9569116411,-77.0223394016",4D1,2023,4,,4,,38.9569116411,precinct 56,homicide,"10/7/2023, 1:25:00 PM",403,1,002101,398063.74,-77.0223394016,143223.22,002101 2,23165584,cluster 18,4D,5500 - 5599 block of 7th street nw,midnight
"5/28/2025, 12:41:00 PM","5/27/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8598102625,-76.9855833686",7D1,2025,7,,8,,38.8598102625,precinct 114,homicide,"5/27/2025, 12:41:00 PM",701,1,007504,401251.2588791141,-76.9855833686,132444.0329523388,007504 1,25078905,cluster 28,8A,2300 - 2399 block of pitts place se,midnight
"7/20/2025, 6:30:00 PM","7/20/2025, 12:00:00 AM",violent,others,homicide,violent|homicide,"38.8875085125,-76.9341680289",6D3,2025,6,,7,,38.8875085125,precinct 104,homicide,"7/20/2025, 3:12:00 PM",604,1,009906,405711.5190752532,-76.9341680289,135520.7071951939,009906 1,25109737,cluster 33,7E,4600 - 4899 block of b street se,midnight
"6/2/2025, 7:53:00 PM","6/2/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9083741066,-76.9844507926",5D3,2025,5,,5,,38.9083741066,precinct 78,homicide,"6/2/2025, 7:52:00 PM",506,1,008804,401348.64,-76.9844507926,137835.01,008804 2,25082481,cluster 23,5D,1200 - 1299 block of raum street ne,midnight
"2/4/2025, 12:02:00 AM","2/4/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9298079189,-77.036468077",3D1,2025,3,,1,,38.9298079189,precinct 39,homicide,"2/4/2025, 12:02:00 AM",302,1,002702,396837.94,-77.036468077,140214.86,002702 1,25016722,cluster 2,1D,3101 - 3199 block of 16th street nw,midnight
"9/14/2024, 3:24:00 AM","9/14/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9195708611,-76.9739548166",5D2,2024,5,,5,,38.9195708611,precinct 72,homicide,"9/14/2024, 1:44:00 AM",505,1,011100,402258.64,-76.9739548166,139078.15,011100 3,24141791,cluster 22,5C,2000 - 2299 block of adams place ne,midnight
"7/27/2024, 2:30:00 AM","7/26/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9072335024,-77.0153022304",3D2,2024,3,,5,,38.9072335024,precinct 19,homicide,"7/26/2024, 10:32:00 PM",308,1,004600,398672.76,-77.0153022304,137708.39,004600 2,24114764,cluster 21,5E,300 - 301 block of n street nw,midnight
"10/6/2024, 2:45:00 PM","7/11/2025, 12:00:00 AM",violent,others,homicide,violent|homicide,"38.9483598392,-77.065946665",2D1,2025,2,,3,,38.9483598392,precinct 33,homicide,"10/6/2024, 9:45:00 AM",203,1,001200,394283.41,-77.065946665,142275.72,001200 2,24154852,cluster 12,3F,4500 - 4529 block of connecticut avenue nw,midnight
,"2/14/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9018336377,-76.929222217",6D1,2024,6,,7,,38.9018336377,precinct 94,homicide,"2/14/2024, 7:35:00 PM",608,1,007809,406139.38,-76.929222217,137111.23,007809 1,24023596,cluster 31,7C,4916 - 5066 block of jay street ne,midnight
,"2/14/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9018336377,-76.929222217",6D1,2024,6,,7,,38.9018336377,precinct 94,homicide,"2/14/2024, 7:35:00 PM",608,1,007809,406139.38,-76.929222217,137111.23,007809 1,24023596,cluster 31,7C,4916 - 5066 block of jay street ne,midnight
"10/7/2024, 3:33:00 PM","10/7/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9042138898,-76.9238742529",6D1,2024,6,,7,,38.9042138898,precinct 93,homicide,"10/7/2024, 9:59:00 AM",602,1,007806,406603.0506600806,-76.9238742529,137375.8303649154,007806 1,24155315,cluster 31,7C,1100 - 1103 block of eastern avenue ne,midnight
"6/11/2025, 2:34:00 AM","6/10/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8892364849,-76.989357049",1D2,2025,1,,6,,38.8892364849,precinct 88,homicide,"6/10/2025, 10:08:00 PM",107,1,006700,400923.35,-76.989357049,135710.52,006700 2,25087082,cluster 26,6B,1204 - 1215 block of east capitol street se,midnight
"5/6/2024, 5:01:00 AM","5/6/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8512617456,-76.9656042352",7D1,2024,7,,8,,38.8512617456,precinct 115,homicide,"5/6/2024, 1:09:00 AM",702,1,007408,402985.66,-76.9656042352,131495.55,007408 1,24067705,cluster 36,8B,3029 - 3299 block of buena vista terrace se,midnight
"4/4/2024, 4:52:00 PM","4/16/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9008701974,-76.9459178177",6D1,2025,6,,7,,38.9008701974,precinct 100,homicide,"4/4/2024, 4:09:00 PM",601,1,009602,404691.24,-76.9459178177,137003.29,009602 2,24050332,cluster 30,7D,740 - 899 block of kenilworth avenue ne,midnight
"5/12/2025, 2:31:00 PM","5/12/2025, 12:00:00 AM",violent,knife,homicide,violent|homicide,"38.8840770766,-76.9762456966",1D2,2025,1,,7,,38.8840770766,precinct 80,homicide,"5/12/2025, 2:30:00 PM",107,1,006804,402061,-76.9762456966,135138,006804 1,25070414,cluster 26,7F,1900 block of d street se,midnight
"6/30/2024, 9:53:00 PM","6/30/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9592309404,-77.0235505564",4D1,2024,4,,4,,38.9592309404,precinct 58,homicide,"6/30/2024, 4:17:00 PM",403,1,002101,397958.83,-77.0235505564,143480.71,002101 1,24100067,cluster 18,4D,700 - 799 block of marietta place nw,midnight
,"1/26/2025, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8308063012,-77.0076745977",7D3,2025,7,,8,,38.8308063012,precinct 124,homicide,"1/26/2025, 2:29:00 PM",708,1,009807,399333.63,-77.0076745977,129224.32,009807 1,25012314,cluster 39,8D,4000 - 4098 block of south capitol street,midnight
"10/16/2023, 2:21:00 PM","10/16/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9007430378,-76.9819168035",5D3,2023,5,,5,,38.9007430378,precinct 79,homicide,"10/16/2023, 1:41:00 PM",507,1,008904,401568.59,-76.9819168035,136987.94,008904 1,23170650,cluster 23,5D,1500 - 1599 block of maryland avenue ne,midnight
"10/5/2024, 8:55:00 PM","10/14/2024, 12:00:00 AM",violent,others,homicide,violent|homicide,"38.8431316395,-76.9999597215",7D2,2024,7,,8,,38.8431316395,precinct 123,homicide,"10/5/2024, 7:36:00 PM",707,1,009804,400003.49670196,-76.9999597215,130592.48872662,009804 2,24154557,cluster 39,8C,alabama avenue se and martin luther king jr avenue se,midnight
"11/14/2024, 3:17:00 PM","11/14/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8999764193,-76.9824602061",5D3,2024,5,,7,,38.8999764193,precinct 81,homicide,"11/14/2024, 6:16:00 AM",507,1,007901,401521.47,-76.9824602061,136902.83,007901 4,24176957,cluster 25,7D,1500 - 1599 block of benning road ne,midnight
"9/6/2023, 3:29:00 AM","9/8/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8693439239,-76.9790044247",6D2,2023,6,,8,,38.8693439239,precinct 140,homicide,"9/6/2023, 3:29:00 AM",607,1,007601,401822.01999964,-76.9790044247,133502.45000932,007601 4,23146974,cluster 34,8A,minnesota avenue se and 18th street se,midnight
"3/9/2024, 10:56:00 PM","10/31/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8682279116,-76.9851246506",6D2,2024,6,,8,,38.8682279116,precinct 140,homicide,"3/9/2024, 9:02:00 PM",607,1,007601,401290.91999915,-76.9851246506,133378.46002521,007601 5,24036357,cluster 34,8A,s street se and 14th street se,midnight
"10/8/2024, 5:52:00 PM","10/8/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9013267433,-76.9955639842",1D2,2024,1,,6,,38.9013267433,precinct 83,homicide,"10/8/2024, 1:27:00 PM",104,1,010602,400384.79,-76.9955639842,137052.59,010602 2,24156014,cluster 25,6A,700 - 799 block of i street ne,midnight
"10/14/2022, 8:51:00 PM","9/26/2023, 12:00:00 AM",violent,others,homicide,violent|homicide,"38.8783948443,-76.9908954851",1D3,2023,1,,6,capitol hill,38.8783948443,precinct 91,homicide,"10/14/2022, 8:50:00 PM",106,1,007100,400790,-76.9908954851,134507,007100 2,22149436,cluster 26,6B,1100 - 1199 block of k street se,midnight
"1/23/2024, 9:02:00 PM","1/23/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8444784836,-76.9978437159",7D2,2024,7,,8,,38.8444784836,precinct 123,homicide,"1/23/2024, 9:01:00 PM",707,1,010400,400187.19,-76.9978437159,130742,010400 1,24011522,cluster 39,8C,3011 - 3024 block of martin luther king jr avenue se,midnight
,"9/11/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9215847053,-76.9937555941",5D2,2023,5,,5,,38.9215847053,precinct 72,homicide,"9/11/2023, 4:33:00 PM",505,1,009102,400541.5,-76.9937555941,139301.4,009102 4,23150184,cluster 22,5C,2300 - 2499 block of washington place ne,midnight
"10/5/2023, 1:30:00 PM","10/5/2023, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.8584648442,-76.9900561524",7D1,2023,7,,8,,38.8584648442,precinct 118,homicide,"10/5/2023, 11:53:00 AM",703,1,007406,400863.07,-76.9900561524,132294.63,007406 1,23164389,cluster 37,8B,2627 - 2699 block of stanton road se,midnight
"4/4/2024, 3:59:00 PM","4/4/2024, 12:00:00 AM",violent,gun,homicide,violent|homicide,"38.9323762444,-76.9943339731",5D2,2024,5,,5,,38.9323762444,precinct 68,homicide,"4/4/2024, 3:50:00 PM",504,1,009301,400491.27,-76.9943339731,140499.35,009301 2,24050355,cluster 20,5B,800 - 899 block of monroe street ne,midnight
